Which Soft Drinks Company Makes The Original Iron Bru?,Barrs
Which Comedian Created A Character Called Theophilis P Wilderbeest?,Lenny Henry
How Is The Year 2007 Written In Roman Numerals?,MMVII
In Which English County Is Kendal,Cumbria
What Is The Birthstone For September?,Saphire
What Does The Letter N Represent In The Phonetic Alphabet?,November
"In The State Of New York, What Is Sing Sing?",A Prison
What Do The Initials EMI Stand For?,Electrical Musical Industries
Woman Were Asked What That Think Is The Biggest Fashion Faux Paus Commited By Men?,Socks With Sandals
"A) Simon Cowell Pants, B) Very Loud Shirts C) Socks With Sandals, D) Sunglasses In Bad Weather",
In America its Known As Checkers How Is It Better Known In the UK ?,Draughts
What Does The DC Stand For in Washington DC?,District Of Columbia
If You Were Born On Saint George's Day What Star Sign Would You Be?,Taurus
What Is The Minimum Number Of Cuts Required To Cut A Pizza Into 8 Slices,3 (Cut & Stack)
What Does A Misogynist Hate?,Woman
What Planet Is Larger Mars Or Earth?,Earth
With What Profession Is Harley Street In London Associated?,Medical
In which American city did gangster Al Capone Operate?,Chicago
True Or False Most Eskimos have fridges?,TRUE
"Which US three piece band is made up of Taylor, Isaac and Zac?",Hanson
According To Now Leaked Documents From 1975 Who Did Harold Wilsons Govenment Consider Inviting To Britain To Receive State Of The Art Back Surgery,Sadham Hussein
Which American state comes first alphabetically?,Alabama
"What is the most common surname in Scotland to begin with ""Mac""",Macdonald
What Was The First Name Of The Character Boycie In Only Fools & Horses,Aubrey
Which metal is the best conductor of electricity?,Silver
Who Did Robert Ford Shoot Dead On The 3 rd April 1882,Jesse James
"Which of the following South American countries is the smallest - Uruguay, Chile or Columbia?",Uruguay
What Do Americans Call An Estate Car,Station Wagon
Who Invented The Hover Craft,Sir Christopher Cockerel
What Type Of Transport Is A Funitel,Pneumatic Tyre
What Was John Dunlop's Contribution To Transport (Specific Answer),Cable Car
In Which Town Was William Shakespeare Born,Stratford Upon Avon
According To The Bible What Was The Occupation Of Matthew Before He Became A Disciple,A Tax Collector
Which Leader Was Born In Grantham Linconshire In 1925,Margaret Thatcher
What Is The Largest Species Of Ape,Gorilla
What Is The Common Name Of the International Criminal Police Organisation?,Interpol
What Was The Title Of The 3rd Austin Powers Movie?,Goldmember
A Peacock Forms The Logo Of Which American TV Company?,NBC
What Nationality Is The Pianist Richard Claderman?,French
Which Vegetables Are Hash Browns Normally Made From?,Potatoes
The Breed Of Dog Most Refer to As An Alsation Is Also Known As What?,German Sheppard
How Many People Form An English Jury?,12
The Worlds Very First Type Of Adhesive Was Used On What?,Postage Stamps
Who Became US President After Abraham Lincoln Was Assassinated?,Andrew Johnson
In Which London Street Did Sweeney Todd Run His Infamous Barber Shop,Fleet Street
What Does A Numismatist Collect,Coins / Medals
Which Beano Character Lived At Bunkerton Castle,Lord Snooty
What Is The Most Widely Used Consonant In The English Language,T
Which Colour Of The Rainbow Also Means An Open Space Particularly In A Village?,Green
What Word Comes From The Swahili Language Meaning “Journey”?,Safari
Which Foodstuff Name Also Happens To Be A 3 Letter Palindrome?,Oxo
What Boys Names Has The Equivalents Of Hamish In Scotland & Shamus In Ireland?,James
Eton School Is in Which English County?,Berkshire
From Which Plant is Linen Obtained?,Flax
"Who Were Janet, Pam, Barbara, Jack, Peter, George & Colin?",The Secret Seven
What Edible Nut Is Obtained From The Hickory Tree?,Pecan
What Is The Branch Of Medicine Relating To The Care Of Children?,Paediatrics
Which Is Furthest North Blackpool Or Blackburn?,Blackpool
Who was shot & killed outside the Libyan Embassy on 17 th April 1984,WPC Yvonne Fletcher
What is the lowest score that you CANNOT obtain with just 1 dart on a traditional dart board,23
Which Charity Was In Business From 1984 – 1989 And Raised 90 Million Pounds?,Band Aid
If You Were Born On Saint David's Day What Star Sign Would You Be?,Pisces (1 st March)
Which Car Manufacturer Has Produced Models Called Bravo And Tempra?,Fiat
Which Country Can Be Obtained By Subtracting Pearl From Gold?,China Anniversary 50- 30 = 20
Becky Sharpe Is The Central Character Of Which Classic Novel?,Vanity Fair
In Skin Products What Does The Abbreviation SPF Stand For?,Sun Protection Factor
How Many Centimetres Are There In A Metre?,100
Which Bank Collapsed Due To The Activities Of Nick Leeson In 1995?,Barings
The City Of Dubrovnik Is A Popular Tourist Destination In Which Country?,Croatia
Which Writer Was Portrayed By Nicole Kidman In The Film “The Hours”?,Virginia Woolf
The Dessert Tiramisu Is Traditionally Made Using Which Italian Cheese?,Mascarpone
Who Is The Current Advertising Face Of Morrison's Super Markets? (2007),Denise Van Outen
Which British Coin Was First Issued In 1982?,20p Piece
In Which Country Is The Baht The Main Monetary Unit?,Thailand
What Were Originally Known As Statues Of Merit?,Oscars
What Is The Financial Significance Of Llantrisant In Wales?,Where The Royal Mint Is Located
I Is The Symbol For Which Chemical Element Beginning With I?,Iodine
Who Topped The Sunday Times “Rich List” In 2004 Having Not Previously Appeared On It?,Roman Abramovich
Who Was Anna Mae Bullock Married To?,Ike Turner
By What Childish Name Was Henry McCarty Better Known As?,Billy The Kid
Which Rock Star's Nickname Is “The Boss”?,Bruce Springsteen
Which Heart-Throb Used To Be Known As The King Of Hollywood?,Clark Gable
Which Actress Did Richard Gere Sweep Up In His Arms At The End Of The Film “An Officer And A Gentleman”?,Debra Winger
What Is Another Name For The Condition Hypertension?,High Blood Pressure
How Many Records Is A Castaway Allowed On Desert Island Discs?,Eight
Which Designer In 1990 Redesigned The Girl Guide And Brownie Uniforms?,Jeff Banks
"What type of fruit is named after a bird native to New Zealand, that can't fly",Kiwi
"According to the nursery rhyme, who killed Cock Robin",The Sparrow
How many squares are there on traditional Snakes & Ladders board,100
Who Wrote The Novel “The Hunt For The Red October”?,Tom Clancy
By What Name Was The Fire Fighter Paul Neal Better Known?,Red Adair
What Was Formerly Known As The Arabian Gulf?,Red Sea
Who Wrote The Horror Novel “Children Of The Corn”?,Stephen King
In Medical Abbreviation What Does DVT Stand For?,Deep Vein Thrombosis
What is Britain's largest native freshwater fish,Pike
What stiffens and Rises when an elephant senses danger,It's Trunk
What Is The Most Common Name People Call Their Pet Goldfish?,Jaws
The Name Of Which Foodstuff Is Derived From The French Word For Crescent?,Croissant
Which Famous Horse Race Is Run At Churchill Downs,The Kentucky Derby
How is the patella better known,Kneecap
In 1997 Matthew Eppen Was At The Centre Of A Murder Trial But Who Was Accused Of His Murder,Louise Woodward
"The Shamrock Is The Emblem For Ireland, The Thistle Is The Emblem for Scotland But What's The Emblem For Wales?",A Leek
What Major Product Was Launched In August 1985?,Microsoft Windows
What Do We Call A Triangle With 2 Equal Sides?,Isosceles
"How Are Joy, Babs And Teddy Collectively Known?",The Beverly Sisters
Which Novel Is Associated With The Phrase “Big Brother Is Watching You”?,1984
Which American Band Took Their Name From A Lesbian Sex Position?,Scissor Sisters
Who Is The Famous Brother Of The Film Star Shirley Maclaine?,Warren Beatty
In a 2007 Survey Specialists Now Claim That 1 In 8 People Are Now Addicted To What?,The Internet
Which Fruit Has The Most Calories When Eaten Raw?,Avocado
What Is The Capital And Main Town Of Majorca?,Palma
How Is The Badge Of Military Merit Otherwise Known?,Purple Heart
Which Car Company Make Models Such As The Calibra And The Omega?,Vauxhall
Which Planet Is Also The Name For A Home Of A Fox?,Earth
Which Children's Novel By E B White Sees A Painfully Shy Pig Befriended By A Spider?,Charlotte 's Web
What Do The Letters LCD Stand For?,Liquid Crystal Display
Which Wine Comes From Worms?,Liebfraumilch
What Number Is The Brighton Line In A Game Of Bingo?,59
Which Cartoon Character Was The Fastest Mouse In Mexico?,Speedy Gonzales
Who Wrote The Ballet “The Nutcracker”?,Tchaikovsky
Which Letter Of The Alphabet Is Represented By 2 Dots In Morse Code?,I (as in Eye)
The Name Of Which Car Company Translates Into English As Three Diamonds?,Mitsubishi
In Which Country Will You Find “Cape Wrath”?,Scotland
Which Gambling Objects Are Known As The Devil's Bones?,Dice
From Which Language Does The Word Algebra Originate?,Arabic
The Gold Coast Is A Region Of Which Australian State?,Queensland
Which Food Stuff's Original Name Used To Be Fairy Fluff?,Candy Floss
"What Did George Burns, Irving Berlin & Hal Roach All Have In Common?",All Lived To The Age Of 100
What Time Is It In Dublin when It's 9PM In London?,9PM
Which Car Manufacturer Has Produced Models Called Almira And Primera?,Nissan
What Does The Word Spumanti Mean On a Bottle Of Wine?,Sparkling
Who Was The First African-American Model To Appear On The Cover Of Sport's Illustrated Swimsuit Edition?,Tyra Banks
What Does A Blue Flag Indicate On a Beach?,Clean & Pollution Free Beach
Which Town Is Home To Edgehill University?,Ormskirk
Which Company Use The Advertising Slogan “Quote You Happy”?,Norwich Union
"Clint Eastwood played the character of Dirty Harry, But what was his surname in the films",Callaghan
Which English City Is Home To Theatres Called The Royal Centre And The Lace Market Theatre?,Nottingham
What Does The Abbreviation OXFAM Stand For?,Oxford Committee For Famine Relief
What is the National airline of Australia,Qantas
In France On Which Date Is Bastille Day Celebrated?,14th July
Which Car Manufacturer Makes The Saxo?,Citroen
What Is The Main Ingredient Of Sauerkraut?,Cabbage
What Does The J Stand For In J. Edgar Hoover?,John
Which Brand Of Science Is The Study Of Sound?,Acoustics
Which Is Generally Considered To Be The Most Intelligent Breed Of Dog?,Border Collie
Which Electronics Company Dominates The Dutch City Of Eindhoven?,Philips
What Is The Store Name Asda An Abbreviation Of?,Associated Dairies
In Which English County Is Cheltenham?,Gloucestershire
Which Labour Politician Was Elected MP For Blackburn In 1979?,Jack Straw
What were the first living creatures sent into space by the United States ?,Mice
Which Was The First Radio Station In Europe To Broadcast For 24 Hours A Day On The Internet?,Virgin
What year did Margaret Thatcher become Prime Minister?,1979
What Is Europe's Largest Inland Port?,Hamburg
What is the occupation of the group of characters in The Ragged Trousered Philanthropists?,Painters & Decorators
Which Female Name Links A Cliff Richard single With A Horror Film By Stephen King?,Carrie
The Giobertis And The Channings Were Rival Clans In Which US Soap?,Falcon Crest
What Is The Nickname Of Cardiff City F.C.?,The Bluebirds
What Character Did Jodie Foster Play In the Film “The Silence Of The Lambs”?,Clarice Starling
Which Novel By Arthur Ransome Was Adapted Into A 1974 Film?,Swallows & Amazons
"Alphabetically the last capital city in Europe is Zagreb, which country is this the capital of?",Croatia
Which Highly Popular Children's Stories Were The Brainchild Of The Reverand W Awdry?,Thomas The Tank Engine
In Greek Mythology What Was The Name Of The Winged Horse?,Pegasus
Which Beano Character Had A Pet Crow Called Joe?,Roger The Dodger
Who Is Quoted As Saying “This Has To Be the Most Historic Phone Call Ever Made”?,Richard Nixon
Raindrops Keep Falling On My Head” Was A Song From What Famous Film In 1969?,Butch Cassidy & The Sundance Kid
What Name Do Americans Give To The Game Of Noughts & Crosses?,Tic Tac Toe
By 2010 It Is Predicted That 3% Of The UK's Electricity Will Come From Which Source,Wind
What Is The Capital Of Costa Rica?,San Jose
In The Mr Men Stories What Colour Was Mr Happy,Yellow
What Is A Female Goat Called?,Nanny
Which Us State Was Sold To America By France In 1812 At A Cost Of 15 Million Dollars,Louisiana
Which Two Letters Are Worth Ten Points In Scrabble? (PFE),Q And Z
What Type Of Dark Hardwood Is Traditionally Used To Make Piano Keys?,Ebony
Which American Tv Company Has A Peacocks Feathers As Its Logo,NBC (Not CBS)
According To The Proverb What Is Mightier Than The Sword?,The Pen
What Is The Minimum Legal Age To Buy A Lottery Ticket In the UK?,16
Which City Is Served By Kingsford Smith Airport?,Sydney
The Star Sign Aries Is Represented By Which Animal?,Ram
"Founded In Switzerland In1866 By A German Pharmacist, What Is The World's Largest Food Company?",Nestle
What Chain Of Shops Did Anita Roddick Open In 1976?,The Body Shop
In 2007 The Portrait On The Back Of A £20 Pound Note Is Now Of Economist Adam Smith But Which Musician Did He Replace?,Edward Elgar
Who Was The Original Presenter On TV's “Wish You Were Here”?,Judith Chalmers
"What Word Can Follow The Words Side, Oil & Ear?",Drum
In Which Comics Did Spiderman And The X-Men First Appear?,Marvel
Who Was The Greek God Of Love?,Eros
What is The Name Of Mick Jagger's Jewellery Designer Daughter?,Jade
Which Wacky Races Entrant Drove The Compact Pussycat?,Penelope Pitstop
In Which US State Is Fort Knox?,Kentucky
Which Group Topped The UK Charts In 1982 With Eye Of The Tiger?,Survivor
What Was The Name Of The Tiger In The Disney Film “The Jungle Book”?,Shere Khan
Name The Deceased Parents Of Heavenly Hirani Tiger Lily? (PFE),Michael Hutchence & Paula Yates
In 2002 Who Said “They Had A Tiger But I Had Twelve Lions”?,Sam Torrance (When England Won Ryder Cup)
Which Cartoon Character Has A Cousin Called Gladstone Gander?,Donald Duck
"In The Story Of Alice In Wonderland, What Game Was Played With Flamingos And Hedgehogs?",Croquet
